1_id	1_span	1_anno_const:pos-const	1_anno_default_ns:lemma-deprel	1_anno_default_ns:morph	1_anno_default_ns:norm	1_anno_default_ns:pos-deprel
86995160		ART	ein	acc|sg|neut	ein	CARD
86995170		NN	Löffel	acc|sg|neut	Löffel	NN
86995178		ADJD	voll	pos	voll	ADJD
86995186		VVINF	trinken	'NULL'	getrunken	VVPP
86995194		$,	,	'NULL'	/	$,
86995202		APPR	für	'NULL'	für	APPR
86995211		ART	ein	acc|sg|neut	ein	ART
86995220		NN	Präservativum	acc|sg|neut	Präservativum	NN
86995229		$.	.	'NULL'	.	$.
86995242		ADV	so	'NULL'	So	KOUS
86995256		ART	ein	acc|sg|masc	einen	PIS
86995265		ART	der	nom|sg|fem	die	ART
86995276		NN	Pestilenz	nom|sg|fem	Pestilenz	NN
86995284		$,	,	'NULL'	/	$,
86995292		KON	oder	'NULL'	oder	KON
86995301		ADJA	pestilenzisch	nom|pl|neut|pos	pestilenzische	ADJA
86995310		NN	Fieber	nom|pl|neut	Fieber	NN
86995318		VVFIN	anstösst	sg|3|pres|ind	anstösst	VVFIN
86995326		$,	,	'NULL'	/	$,
86995335		ART	der	nom|sg|masc	der	PDS
86995344		NN	nehmen	sg|3|pres|subj	nehme	VVFIN
86995352		ART	der	gen|sg|neut	des	ART
86995361		NN	Wasser	gen|sg|neut	Wassers	NN
86995370		CARD	zwei	'NULL'	zwei	CARD
86995379		NN	Lot	acc|pl|neut	Lot	NN
86995387		$,	,	'NULL'	/	$,
86995396		NN	Theriack	gen|sg|*	Theriack	NN
86995404		ART	ein	acc|sg|neut	ein	ART
86995414		NN	Quäntlein	acc|sg|neut	Quäntlein	NN
86995423		$,	,	'NULL'	/	$,
86995431		NN	Essig	gen|sg|neut	Essig	NN
86995439		ART	ein	acc|sg|neut	ein	ART
86995449		ADJA	halb	acc|sg|neut|pos	halbes	ADJA
86995457		NN	Lot	acc|sg|neut	Lot	NN
86995465		$,	,	'NULL'	/	$,
86995473		KON	und	'NULL'	und	KON
86995481		VVFIN	mengen	sg|3|pres|subj	meng	VVFIN
86995491		PDS	der	acc|sg|neut	das	PDS
86995500		NN	untereinander	'NULL'	untereinander	ADV
86995508		$,	,	'NULL'	/	$,
86995518		VVFIN	trink	sg|3|past|ind	trink	VVFIN
86995524		PPER	es	nom|sg|neut|3	es	PPER
86995533		KOUS	ehe	'NULL'	ehe	ADV
86995542		ADV	dann	'NULL'	dann	ADV
86995550		PPER	er	nom|sg|masc|3	er	PPER
86995558		ADJD	anfange	'NULL'	anfange	ADV
86995567		VVINF	schlafen	'NULL'	schlafen	VVINF
86995575		$.	.	'NULL'	.	$.
86995584		VVFIN	lass	sg|3|past|ind	lass	VVFIN
86995594		PPER	ihm	dat|sg|masc|3	ihm	PPER
86995602		ADV	auch	'NULL'	auch	ADV
86995610		ART	ein	nom|sg|masc	ein	ART
86995620		NN	Ader	acc|sg|neut	Ader	NN
86995628		VVINF	sprengen	'NULL'	sprengen	VVINF
86995636		$,	,	'NULL'	/	$,
86995645		KON	und	'NULL'	und	KON
86995653		VVFIN	legen	sg|3|pres|subj	lege	VVFIN
86995662		PRF	sich	acc|sg|3	sich	PRF
86995671		ADJD	alsdann	'NULL'	alsdann	ADV
86995679		PTKVZ	nieder	'NULL'	nieder	ADV
86995687		PTKZU	zu	'NULL'	zu	PTKZU
86995696		VVINF	schwitzen	'NULL'	schwitzen	VVINF
86995705		XY	,	'NULL'	/	$,
86995714		PPER	es	nom|sg|neut|3	es	PPER
86995726		VAFIN	sein	sg|3|pres|ind	ist	VAFIN
86995734		ART	ein	acc|sg|masc	einen	ART
86995744		ADJA	gewiß	nom|sg|fem|pos	gewisse	ADJA
86995752		NN	Arznei	nom|sg|fem	Arznei	NN
86995761		$.	.	'NULL'	.	$.
86995771		KOUS	alle	nom|sg|neut	Alles	PIS
86995784		PWS	was	nom|sg|neut	was	PWAVREL
86995793		APPR	an	'NULL'	an	APPR
86995803		PDAT	dieser	dat|sg|fem	dieser	PDAT
86995811		NN	Wurzel	dat|sg|fem	Wurzel	NN
86995819		VAFIN	sein	sg|3|pres|ind	ist	VAFIN
86995827		$,	,	'NULL'	/	$,
86995835		NN	Wasser	nom|sg|neut	Wasser	NN
86995844		$,	,	'NULL'	/	$,
86995852		TRUNC	Saft	nom|sg|masc	Saft	NN
86995861		$,	,	'NULL'	/	$,
86995869		KON	oder	'NULL'	oder	KON
86995877		NN	Pulver	nom|sg|neut	Pulver	NN
86995885		$,	,	'NULL'	/	$,
86995893		VAFIN	sein	sg|3|pres|ind	ist	VAFIN
86995901		PIS	alle	nom|sg|neut	alles	PIS
86995909		ADJD	gut	pos	gut	ADJD
86995917		APPR	für	'NULL'	für	APPR
86995927	 	NN	Vergiftung	acc|sg|fem	Vergiftung	NN
86995941		$,	,	'NULL'	/	$,
86995950		NN	räumen	sg|3|pres|ind	räumt	VVFIN
86995958		KON	und	'NULL'	und	KON
86995966		NN	machen	sg|3|pres|ind	macht	VVFIN
86995974		ADJD	weit	pos	weit	ADJD
86995983		APPR	um	'NULL'	um	APPR
86995991		ART	der	acc|sg|fem	die	ART
86995999		NN	Brust	acc|sg|fem	Brust	NN
86996007		$,	,	'NULL'	/	$,
86996016		ADJD	dauen	sg|3|pres|ind	daut	VVFIN
86996024		ADV	wohl	'NULL'	wohl	ADV
86996032		PTKVZ	ab	'NULL'	ab	PTKVZ
86996040		$,	,	'NULL'	/	$,
86996048		VVFIN	stärken	sg|3|pres|ind	stärkt	VVFIN
86996056		ART	der	acc|sg|neut	das	ART
86996066		NE	Herz	acc|sg|neut	Herz	NN
86996074		$,	,	'NULL'	/	$,
86996083		KON	und	'NULL'	und	KON
86996091		ART	der	acc|sg|masc	den	ART
86996100		ADJA	ganz	acc|sg|masc|pos	ganzen	ADJA
86996108		NN	Leib	acc|sg|masc	Leib	NN
86996117		$.	.	'NULL'	.	$.
86996128		PPER	ich	nom|sg|*|1	Ich	PPER
86996140		VVFIN	glauben	sg|1|pres|ind	glaube	VVFIN
86996148		ADV	auch	'NULL'	auch	ADV
86996156		$,	,	'NULL'	/	$,
86996167		KOUS	daß	'NULL'	dass	KOUS
86996176		PDAT	dieser	nom|sg|fem	diese	PDAT
86996185		NN	Wurzel	nom|sg|fem	Wurzel	NN
86996193		PIAT	aller	acc|pl|neut	alle	PIAT
86996203		NN	Ding	acc|pl|neut	Dinge	NN
86996211		VVFIN	vermögen	sg|3|pres|subj	vermöge	VVFIN
86996222		ADV	so	'NULL'	so	KOUS
86996233		NN	Dioscorides	dat|sg|masc	Dioscorides	NE
86996242		KON	und	'NULL'	und	KON
86996253		NN	Plinius	dat|sg|masc	Plinius	NE
86996261		VVPP	zugeben	'NULL'	zugegeben	APPR
86996269		ART	der	nom|sg|masc	der	ART
86996280		NE	Panaces	nom|ag|masc	Panaces	NN
86996289		$.	.	'NULL'	.	$.
86996300		NN	¶	'NULL'	¶	$*
86996313		VVFIN	Kraft	nom|pl|fem	Kräfte	NN
86996322		ART	der	gen|sg|fem	der	ART
86996338		NN	Meisterwurz	gen|sg|fem	Meisterwurz	NN
86996347		$.	.	'NULL'	.	$.
86996364		NN	Meisterwurz	nom|sg|fem	Meisterwurz	NN
86996376		VVFIN	gesotten	'NULL'	gesotten	VVPP
86996384		APPR	in	'NULL'	in	APPR
86996393		NN	Wasser	dat|sg|neut	Wasser	NN
86996402		$,	,	'NULL'	/	$,
86996410		KON	und	'NULL'	und	KON
86996418		NN	trinken	'NULL'	getrunken	VVPP
86996426		$,	,	'NULL'	/	$,
86996435		VVFIN	däut	sg|3|pres|ind	däut	VVFIN
86996444		ADV	gleich	'NULL'	gleich	ADV
86996453		ADV	wohl	'NULL'	wohl	ADV
86996461		PTKVZ	ab	'NULL'	ab	PTKVZ
86996469		$,	,	'NULL'	/	$,
86996477		KON	und	'NULL'	und	KON
86996486		VVFIN	treiben	sg|3|pres|ind	treibt	VVFIN
86996495		APPR	aus	'NULL'	aus	PTKVZ
86996504		PIS	aller	acc|pl|fem	alle	PIAT
86996513		ADJA	phlegmatisch	acc|pl|fem|pos	phlegmatischen	ADJA
86996524		NN	Feuchtigkeit	acc|pl|fem	Feuchtigkeiten	NN
86996532		$.	.	'NULL'	.	$.
86996541		NE	vertreiben	sg|3|pres|ind	vertreibt	VVFIN
86996549		PDS	der	acc|sg|neut	das	ART
86996563	 	NN	Lendenweh	acc|sg|neut	Lendenweh	NN
86996577		$.	.	'NULL'	.	$.
86996586		NE	reinigen	sg|3|pres|ind	reinigt	VVFIN
86996594		ART	der	acc|sg|fem	die	ART
86996604		NN	Mutter	acc|sg|fem	Mutter	NN
86996613		VVINF	,	'NULL'	/	$,
86996622		ADJA	nimm	sg	nimm	VVIMP
86996635		NN	dazu	'NULL'	dazu	PROAV
86996645		NE	Melisse	acc|sg|fem	Melisse	NN
86996653		$,	,	'NULL'	/	$,
86996661		KON	und	'NULL'	und	KON
86996671		NN	Beifuß	acc|sg|masc	Beifuß	NN
86996680		$.	.	'NULL'	.	$.
86996690		ADJD	benehmen	sg|3|pres|ind	Benimmt	VVFIN
86996702		ART	der	acc|sg|fem	die	ART
86996713		NN	Geschwulst	acc|sg|fem	Geschwulst	NN
86996721		ART	der	gen|sg|masc	des	ART
86996730		NN	Magen	gen|sg|masc	Magens	NN
86996739		$.	.	'NULL'	.	$.
86996749		APPR	mit	'NULL'	Mit	APPR
86996769	 	NE	Tausendgüldenkraut	dat|sg|neut	Tausendgüldenkraut	NN
86996783		VVPP	trinken	'NULL'	getrunken	VVPP
86996791		$,	,	'NULL'	/	$,
86996799		VVFIN	vertreiben	sg|3|pres|ind	vertreibt	VVFIN
86996807		ART	der	acc|sg|fem	die	ART
86996817		NN	Missfarbe	acc|sg|fem	Missfarbe	NN
86996826		$.	.	'NULL'	.	$.
86996836		APPR	mit	'NULL'	Mit	APPR
86996859	 	NN	Gerstenmehl	dat|sg|neut	Gerstenmehl	NN
86996872		VVPP	gesotten	'NULL'	gesotten	VVPP
86996880		$,	,	'NULL'	/	$,
86996887		VVPP	stoßen	'NULL'	gestoßen	VVPP
86996896		$,	,	'NULL'	/	$,
86996904		KON	und	'NULL'	und	KON
86996912		APPR	über	'NULL'	über	APPR
86996921		ART	der	acc|pl|fem	die	ART
86996929		ADJA	schwarz	acc|pl|fem|pos	schwarzen	ADJA
86996937		NN	Blatter	acc|pl|fem	Blattern	NN
86996945	 	VVPP	legen	'NULL'	gelegt	VVPP
86996958		$,	,	'NULL'	/	$,
86996966		VVFIN	weichen	sg|3|pres|ind	weicht	VVFIN
86996974		KON	und	'NULL'	und	KON
86996982		VVFIN	heilen	sg|3|pres|ind	heilt	VVFIN
86996991		PPER	sie	acc|pl|fem|3	sie	PPER
86997000		$.	.	'NULL'	.	$.
86997010		APPR	über	'NULL'	Über	APPR
86997024		PDAT	dieser	acc|sg|fem	diese	PDAT
86997032		NN	Wurzel	acc|sg|fem	Wurzel	NN
86997040		VVPP	trinken	'NULL'	getrunken	VVPP
86997048		$,	,	'NULL'	/	$,
86997056		VVFIN	vertreiben	sg|3|pres|ind	vertreibt	VVFIN
86997064		ART	der	acc|sg|neut	das	ART
86997075		ADJA	alltäglich	acc|sg|neut|pos	alltägliche	ADJA
86997083		NN	Fieber	acc|sg|neut	Fieber	NN
86997092		$.	.	'NULL'	.	$.
86997102		APPR	in	'NULL'	In	APPR
86997118		ART	der	acc|sg|masc	den	ART
86997127		NN	Mund	acc|sg|masc	Mund	NN
86997136		ADJD	geheben	'NULL'	gehebt	VVPP
86997144		$,	,	'NULL'	/	$,
86997152		KON	und	'NULL'	und	KON
86997160		PWAV	gekaut	'NULL'	gekaut	VVPP
86997168		VVFIN	ziehen	sg|3|pres|ind	zieht	VVFIN
86997176		NE	Feuchtigkeit	acc|sg|fem	Feuchtigkeit	NN
86997184		APPR	von	'NULL'	von	APPR
86997193		ART	der	dat|sg|masc	dem	ART
86997201		NN	Kopf	dat|sg|masc	Kopf	NN
86997209		$,	,	'NULL'	/	$,
86997217		KON	und	'NULL'	und	KON
86997226		VVFIN	reinigen	sg|3|pres|ind	reinigt	VVFIN
86997235		ART	der	acc|sg|neut	das	ART
86997244		NN	Hirn	acc|sg|neut	Hirn	NN
86997252		$.	.	'NULL'	.	$.
86997261		VVFIN	machen	sg|3|pres|ind	macht	VVFIN
86997271		ADJD	weit	pos	weit	ADJD
86997279		PTKVZ	um	'NULL'	um	APPR
86997287		ART	der	acc|sg|fem	die	ART
86997298		NN	Brust	acc|sg|fem	Brust	NN
86997306		$.	.	'NULL'	.	$.
86997315		KON	und	'NULL'	und	KON
86997323		APPR	in	'NULL'	in	APPR
86997332		NN	Sonderheit	dat|sg|fem	Sonderheit	NN
86997340		$,	,	'NULL'	/	$,
86997348		VVINF	gekaut	'NULL'	gekaut	VVPP
86997356		$,	,	'NULL'	/	$,
86997364		KON	und	'NULL'	und	KON
86997372		PRELS	der	acc|pl|masc	die	ART
86997381		NN	Wurzel	acc|pl|masc	Wurzel	NN
86997389		VVFIN	gegessen	'NULL'	gegessen	VVPP
86997397		$,	,	'NULL'	/	$,
86997406		VVFIN	däut	pl|2|imp	däut	VVFIN
86997414		ADV	überaus	'NULL'	überaus	ADV
86997422		$,	,	'NULL'	/	$,
86997430		PRELS	was	acc|sg|neut	was	PWAVREL
86997439		ART	der	nom|sg|masc	der	ART
86997449		NN	Magen	nom|sg|masc	Magen	NN
86997458		NE	undauliche	nom|sg|masc	Undauliches	ADJA
86997466		VVFIN	empfangen	'NULL'	empfangen	VVPP
86997475		$.	.	'NULL'	.	$.
86997496		ADV	Weggras	nom|sg|neut	Weggras	NN
86997508		$,	,	'NULL'	/	$,
86997526		NN	Wegtritt	nom|sg|neut	Wegtritt	NN
86997535		$,	,	'NULL'	/	$,
86997550		NN	Denngras	nom|sg|neut	Denngras	NN
86997559		$.	.	'NULL'	.	$.
86997570		NN	¶	'NULL'	¶	KON
86997582		APPR	von	'NULL'	Von	APPR
86997591		ART	der	dat|sg|masc	dem	ART
86997599		NN	Name	dat|sg|masc	Namen	NN
86997608		$.	.	'NULL'	.	$.
86997621		NE	Plinius	nom|sg|masc	Plinius	NE
86997633		VVFIN	schreiben	sg|3|pres|ind	schreibt	VVFIN
86997642		$,	,	'NULL'	/	$,
86997654		KOUS	daß	'NULL'	dass	KOUS
86997664		PPER	es	nom|sg|neut|3	es	PPER
86997674		ADV	noch	'NULL'	noch	ADV
86997684		ADJD	wahr	pos	wahr	ADJD
86997693		VAFIN	sein	sg|3|pres|ind	ist	VAFIN
86997702		$,	,	'NULL'	/	$,
86997714		KOUS	dass	'NULL'	dass	KOUS
86997726		PPER	wir	nom|pl|*|1	wir	PPER
86997735		ART	der	acc|sg|neut	die	ART
86997745	 	ADJA	allerbester	acc|sg|neut|sup	allerbesten	ADJA
86997758		NN	Kräuter	acc|sg|neut	Kräuter	NN
86997766		APPR	mit	'NULL'	mit	APPR
86997775		NN	Fuß	dat|pl|masc	Füßen	NN
86997783		VVINF	treten	'NULL'	treten	VVFIN
86997792		VVFIN	,	'NULL'	/	$,
86997801		ADJA	welcher	gen|pl|fem|pos	welcher	PWAT
86997814		NN	Kraft	gen|pl|fem	Kräfte	NN
86997822		PWAV	wo	'NULL'	wo	PWAV
86997833		PPER	wir	nom|pl|*|1	wir	PPER
86997841		VAFIN	wüssten	pl|1|pres|ind	wüssten	VVFIN
86997849		$,	,	'NULL'	/	$,
86997857		VAFIN	werden	pl|1|past|subj	würden	VAFIN
86997868		PPER	wir	nom|pl|*|1	wir	PPER
86997876		PPER	sie	acc|sg|fem|3	sie	PPER
86997885		APPR	in	'NULL'	in	APPR
86997894		ART	der	acc|sg|masc	den	ART
86997902		NN	Himmel	acc|sg|masc	Himmel	NN
86997910		VVINF	heben	'NULL'	heben	VVINF
86997919		$.	.	'NULL'	.	$.
86997928		ADJD	laufen	pl|1|pres|ind	Laufen	VVFIN
86997941		APPR	in	'NULL'	in	APPR
86997950		NE	Arabien	dat|sg|neut	Arabien	NE
86997960		KON	und	'NULL'	und	KON
86997968		NE	Indien	dat|sg|neut	Indien	NE
86997976		NE	Arznei	acc|pl|fem	Arzneien	NN
86997984		PTKZU	zu	'NULL'	zu	PTKZU
86997994	 	VVINF	suchen	'NULL'	suchen	VVINF
86998007		$,	,	'NULL'	/	$,
86998015		KON	und	'NULL'	und	KON
86998023		VAFIN	haben	pl|1|pres|ind	haben	VVFIN
86998030		PPER	es	acc|sg|neut|3	es	PPER
86998037		APPR	vor	'NULL'	vor	APPR
86998046		ART	der	dat|sg|fem	der	ART
86998054		NN	Tür	dat|sg|fem	Tür	NN
86998062		$,	,	'NULL'	/	$,
86998072		PRELS	der	acc|sg|neut	das	PRELS
86998083		PPER	wir	nom|pl|*|1	wir	PPER
86998091		VVFIN	bedürfen	pl|1|pres|ind	bedürfen	VVFIN
86998100		$.	.	'NULL'	.	$.
86998109		PWS	was	nom|sg|neut	Was	PWS
86998121		VAFIN	sein	sg|3|pres|ind	ist	VAFIN
86998129		ADJA	verächtlich	nom|sg|neut	verächtlicheres	PIS
86998138		NN	weder	'NULL'	weder	KON
86998147		ART	der	nom|sg|neut	das	ART
86998164		NN	Weggras	nom|sg|neut	Weggras	NN
86998173		$.	:	'NULL'	:	$.
86998182		KON	aber	'NULL'	Aber	KON
86998194		ADJA	er	gen|sg|masc	seines	PPER
86998204		NN	Lob	gen|sg|neut	Lobs	NN
86998212		$,	,	'NULL'	/	$,
86998220		KON	und	'NULL'	und	KON
86998228		PPOSAT	sein	gen|sg|fem	seiner	PPOSAT
86998237		NN	Kraft	gen|sg|fem	Kraft	NN
86998245		VAFIN	sein	sg|3|pres|ind	ist	VAFIN
86998253		PIAT	kein	nom|sg|neut	kein	PIAT
86998262		NN	Ende	nom|sg|neut	Ende	NN
86998271		$.	.	'NULL'	.	$.
86998283		KOUS	dieweil	'NULL'	Dieweil	KOUS
86998297		PPER	es	nom|sg|neut|3	es	PPER
86998305		PTKNEG	nicht	'NULL'	nicht	PTKNEG
86998317		VVPP	pflanzen	'NULL'	gepflanzt	VVPP
86998326		VAFIN	werden	sg|3|pres|ind	wird	VAFIN
86998334		$,	,	'NULL'	/	$,
86998342		KON	oder	'NULL'	oder	KON
86998350		PTKNEG	nicht	'NULL'	nicht	PTKNEG
86998360		ADJD	fremd	pos	fremd	ADJD
86998368		VVFIN	herführen	'NULL'	hergeführt	VVPP
86998376		$,	,	'NULL'	/	$,
86998384		ADV	so	'NULL'	so	ADV
86998392		VVFIN	achten	sg|3|pres|ind	achtet	VVFIN
86998401		VVPP	männiglich	pos	männiglich	PIS
86998410		VAINF	er	gen|sg|neut	sein	PPER
86998418		PTKNEG	nicht	'NULL'	nicht	PTKNEG
86998428		$.	.	'NULL'	.	$.
86998446		NE	Weggras	nom|sg|neut	Weggras	NN
86998459		VAFIN	sein	sg|3|pres|ind	ist	VAFIN
86998467		ART	der	nom|sg|neut	das	ART
86998477		ADJA	rechter	nom|sg|neut|pos	rechte	ADJA
86998486		NN	Gras	nom|sg|neut	Gras	NN
86998494		$,	,	'NULL'	/	$,
86998502		KON	und	'NULL'	und	KON
86998510		VAFIN	werden	sg|3|pres|ind	wird	VAFIN
86998519		PTKA	zu	'NULL'	zu	APPR
86998529		ADJD	Latein	dat|sg|neut	Latein	NN
86998538		VVPP	nennen	'NULL'	genannt	VVPP
86998548		NN	Centumnodia	nom|sg|fem	Centumnodia	FM
86998556		$,	,	'NULL'	/	$,
86998565		KON	oder	'NULL'	oder	KON
86998575		NN	Proserpinatia	nom|sg|fem	Proserpinatia	FM
86998584		APPR	bei	'NULL'	bei	APPR
86998593		ART	der	dat|sg|masc	dem	ART
86998603		NN	Dioscorides	dat|sg|masc	Dioscorides	NE
86998611		$,	,	'NULL'	/	$,
86998619		APPR	auf	'NULL'	auf	APPR
86998628		ADJA	griechisch	dat|sg|neut	Griechisch	NN
86998640		NN	Polygonion	nom|sg|neut	Polygonion	FM
86998648		$,	,	'NULL'	/	$,
86998656		KON	und	'NULL'	und	KON
86998667	 	NE	Gramen	nom|sg|neut	Gramen	FM
86998681		$.	.	'NULL'	.	$.
86998690		XY	darum	'NULL'	darum	PROAV
86998701		PWAV	wo	'NULL'	wo	PWAV
86998711		PIS	man	nom|sg|*	man	NE
86998720		ADJA	Gras	nom|sg|*	Gras	NE
86998729		NN	nennen	sg|3|pres|ind	nennt	VVFIN
86998737		APPR	in	'NULL'	in	APPR
86998746		ART	der	dat|sg|fem	der	ART
86998754		NN	Arznei	dat|sg|fem	Arznei	NN
86998762		$,	,	'NULL'	/	$,
86998771		ADV	so	'NULL'	so	ADV
86998779		VMFIN	sollen	sg|3|pres|ind	soll	VMFIN
86998787		PIS	man	nom|sg|*	man	PIS
86998795		ADV	allerwegen	'NULL'	allerwegen	ADV
86998803		PDS	dieser	acc|sg|neut	dies	PDS
86998813		VVINF	nehmen	'NULL'	nehmen	VVINF
86998822		$.	.	'NULL'	.	$.
86998833		NN	sein	nom|sg|fem	Seine	PPOSAT
86998846		VVPP	statt	nom|sg|fem	Statt	NN
86998855		$.	.	'NULL'	.	$.
86998865		PPOSAT	sein	nom|sg|fem	Seine	PPOSAT
86998878		NN	statt	nom|sg|fem	Statt	NN
86998886		VAFIN	sein	sg|3|pres|ind	ist	VAFIN
86998894		APPR	auf	'NULL'	auf	APPR
86998903		ART	der	dat|pl|masc	den	ART
86998916		NN	Kirchhof	dat|pl|masc	Kirchhöfen	NN
86998924		$,	,	'NULL'	/	$,
86998932		APPR	auf	'NULL'	auf	APPR
86998941		ART	der	dat|sg|masc	den	ART
86998949		NN	Weg	dat|pl|masc	Wegen	NN
86998958		KON	und	'NULL'	und	KON
86998966		NN	Straße	dat|pl|fem	Straßen	NN
86998974		$,	,	'NULL'	/	$,
86998982		APPR	an	'NULL'	an	APPR
86998991		ART	der	dat|sg|masc	den	ART
86998999		NN	Mauer	dat|sg|masc	Mauern	NN
86999007		$,	,	'NULL'	/	$,
86999016		ADV	allenthalben	'NULL'	allenthalben	ADV
86999025		ADJD	,	'NULL'	/	$,
86999034		NN	säen	sg|3|pres|ind	sät	VVFIN
86999046		PRF	sich	acc|sg|3	sich	PRF
86999055		ADV	selbst	'NULL'	selbst	ADV
86999064		$.	.	'NULL'	.	$.
86999075		NN	Geschlecht	nom|sg|neut	Geschlecht	NN
86999087		KON	und	'NULL'	und	KON
86999096		NN	Gestalt	nom|sg|fem	Gestalt	NN
86999105		$.	.	'NULL'	.	$.
86999117		NN	Dioscorides	nom|sg|masc	Dioscorides	NE
86999129		APPR	in	'NULL'	in	APPR
86999138		ART	der	dat|sg|neut	dem	ART
86999146		ADJA	vierter	dat|sg|neut|pos	vierten	ADJA
86999154		NN	Buch	dat|sg|neut	Buch	NN
86999162		VVFIN	sprechen	sg|3|pres|ind	spricht	VVFIN
86999170		$,	,	'NULL'	/	$,
86999182		PRELS	der	acc|sg|neut	das	PDS
86999192		PDS	dieser	nom|sg|neut	dies	PDS
86999205		NN	Kraut	nom|sg|masc	Kraut	NN
86999213		VAFIN	sein	sg|3|pres|subj	sei	VAFIN
86999221		ADJD	zweierlei	*|*|*	zweierlei	PIS
86999229		$,	,	'NULL'	/	$,
86999237	 	NN	Männlein	nom|sg|neut	Männlein	NN
86999251		$,	,	'NULL'	/	$,
86999259		KON	und	'NULL'	und	KON
86999267		NN	Weiblein	nom|sg|neut	Weiblein	NN
86999276		$.	.	'NULL'	.	$.
86999285		ART	der	nom|sg|neut	Das	ART
86999298		NN	Männlein	nom|sg|neut	Männlein	NN
86999306		$*LRB*	-LRB-	'NULL'	(	$*
86999314		VVFIN	sprechen	sg|3|pres|ind	spricht	VVFIN
86999323		PPER	er	nom|sg|masc|3	er	PPER
86999331		$*LRB*	-RRB-	'NULL'	)	$*
86999339		VAFIN	haben	sg|3|pres|ind	hat	VAFIN
86999349		PIAT	vieler	acc|pl|neut	viele	PIAT
86999359		NN	Ästlein	acc|pl|neut	Ästlein	NN
86999367		$,	,	'NULL'	/	$,
86999375		VVPP	zart	'NULL'	zart	ADJD
86999383		$,	,	'NULL'	/	$,
86999391		KON	und	'NULL'	und	KON
86999399		APPR	mit	'NULL'	mit	APPR
86999409	 	ADJA	Knöpflein	dat|sg|masc	Knöpflein	NN
86999422	 	NN	unterscheiden	'NULL'	unterschieden	VVPP
86999431		$,	,	'NULL'	/	$,
86999439		VVFIN	kriechen	pos	kriecht	ADJD
86999447		APPR	auf	'NULL'	auf	APPR
86999456		ART	der	dat|sg|fem	der	ART
86999464		NN	Erde	dat|sg|fem	Erde	NN
86999472		KOKOM	wie	'NULL'	wie	KOKOM
86999481		ART	der	nom|sg|neut	das	ART
86999490		ADJA	gemein	nom|sg|neut|pos	gemeine	ADJA
86999498		NN	Gras	nom|sg|neut	Gras	NN
86999507		$.	.	'NULL'	.	$.
86999516		KON	und	'NULL'	Und	KON
86999528		PPOSAT	sein	nom|sg|fem	seine	PPOSAT
86999537	 	NN	Blättlein	nom|pl|masc	Blättlein	NN
86999551		VAFIN	sein	pl|3|pres|ind	sind	VAFIN
86999559		ADV	gleich	'NULL'	gleich	ADJD
86999569		ART	der	gen|sg|fem	der	ART
86999581		ADJA	Raut	gen|sg|fem	Rauten	NN
86999589		NN	Blättlein	dat|sg|neut	Blättlein	NN
86999597		$,	,	'NULL'	/	$,
86999605		ADV	doch	'NULL'	doch	KON
86999615		ADJD	lang	comp	länger	ADJD
86999623		$,	,	'NULL'	/	$,
86999631		KON	und	'NULL'	und	KON
86999639		ADV	auch	'NULL'	auch	ADV
86999648		ADJD	weich	comp	weicher	ADJD
86999657		$.	.	'NULL'	.	$.
86999667		KON	und	'NULL'	und	KON
86999679		PIS	ein	dat|sg|masc	einem	ART
86999689		PIAT	jeder	dat|sg|masc	jeden	PIAT
86999698		NN	Blättlein	dat|sg|neut	Blättlein	NN
86999706		VVFIN	hängen	sg|3|pres|ind	hängt	VVFIN
86999714		APPR	an	'NULL'	an	PTKVZ
86999723		PPOSAT	sein	nom|pl|neut	seine	PPOSAT
86999731		NN	Sämlein	nom|pl|neut	Sämlein	NN
86999739		$,	,	'NULL'	/	$,
86999747		VVFIN	derenthalben	'NULL'	derenthalben	PWAVREL
86999756		PPER	es	nom|sg|neut|3	es	PPER
86999764		ART	der	nom|sg|neut	das	ART
86999774		NN	Männlein	nom|sg|neut	Männlein	NN
86999782		VAFIN	werden	sg|3|pres|ind	wird	VAFIN
86999790		VVPP	nennen	'NULL'	genannt	VVPP
86999800		$.	.	'NULL'	.	$.
86999810		PPOSAT	sein	nom|pl|neut	Seine	PPOSAT
86999823		NN	Blümlein	nom|pl|neut	Blümlein	NN
86999832		VAFIN	sein	pl|3|pres|ind	sind	VAFIN
86999840		ADJD	weißlich	pos	weißlich	ADJD
86999848		$,	,	'NULL'	/	$,
86999856		ART	ein	nom|sg|masc	ein	ART
86999866		NN	Teil	nom|sg|masc	Teil	NN
86999874		VVIZU	braunfarbig	pos	braunfarbig	ADJD
86999883		$.	.	'NULL'	.	$.
86999901		ADV	Weggras	nom|sg|neut	Weggras	NN
86999914		ART	der	nom|sg|neut	das	ART
86999923		NN	Weiblein	nom|sg|neut	Weiblein	NN
86999931		VAFIN	haben	sg|3|pres|ind	hat	VAFIN
86999939		ADV	auch	'NULL'	auch	ADV
86999948		ART	ein	acc|sg|masc	einen	ART
86999956		ADJA	klein	acc|sg|masc|pos	kleinen	ADJA
86999964		NN	Stängel	acc|sg|masc	Stängel	NN
86999973		$,	,	'NULL'	/	$,
86999981		NN	zart	pos	zart	ADJD
86999989		$,	,	'NULL'	/	$,
86999997		ADV	gleich	pos	gleich	ADJD
87000007		ART	ein	dat|sg|neut	einem	ART
87000015		NN	Rohr	dat|sg|neut	Rohre	NN
